,da_number,district,longitude,latitude,cwa_determination,potential_wetland,county,state
3771,MVN-2017-01011-SL,9,-89.93627,30.34347,1,0,240,22.0
3772,MVN-2017-01012-XX,9,-89.9555,30.3163,0,0,240,22.0
3773,MVN-2017-01018-SG,9,-91.0195,30.41419,1,1,336,22.0
3774,MVN-2017-01019-SL,9,-90.96136,30.57529,0,0,13,22.0
3775,MVN-2017-01028-SG,9,-89.78213,30.24199,0,0,240,22.0
3776,MVN-2017-01029-SG,9,-90.2766,29.977,0,0,40,22.0
3777,MVN-2017-01034-SY,9,-89.78293,30.23397,0,0,240,22.0
3778,MVN-2017-01037-SK,9,-90.11128,30.40089,0,0,240,22.0
3779,MVN-2017-01046-ST,9,-90.86218,30.4927,0,0,13,22.0
3780,MVN-2017-01047-SQ,9,-90.005,29.23256,1,0,40,22.0
3781,MVN-2017-01066-ST,9,-90.56836,30.07889,0,0,346,22.0
3782,MVN-2017-01090-SG,9,-91.16441,30.50106,0,0,336,22.0
3783,MVN-2017-01108-SG,9,-91.8746,30.0313,0,0,351,22.0
3784,MVN-2017-01119-SY,9,-90.91358,30.1274,0,0,338,22.0
3785,MVN-2017-01127-ES,9,-89.95374,30.27993,1,0,240,22.0
3786,MVN-2017-01130-SQ,9,-90.00322,29.23123,1,0,40,22.0
3787,MVN-2017-01132-EMM,9,-90.1349,30.414,1,0,240,22.0
3788,MVN-2017-01134-SK,9,-90.23774,30.43638,0,0,240,22.0
3789,MVN-2017-01137-ST,9,-89.91288,30.03988,0,0,19,22.0
3790,MVN-2017-01138-ST,9,-92.02278,30.22754,0,0,270,22.0
3791,MVN-2017-01139-SR,9,-93.2474,30.0183,1,0,335,22.0
3792,MVN-2017-01155-SG,9,-90.97416,30.35167,1,1,336,22.0
3793,MVN-2017-01157-MM,9,-90.3812,30.45689,1,0,333,22.0
3794,MVN-2017-01162-SK,9,-89.83963,30.27838,0,0,240,22.0
3795,MVN-2017-01163-SK,9,-89.83947,30.27827,0,0,240,22.0
3796,MVN-2017-01169-SY,9,-90.67956,29.64286,0,0,344,22.0
3797,MVN-2017-01174-SL,9,-90.09611,30.50083,1,0,240,22.0
3798,MVN-2017-01175-ST,9,-93.30729,30.84925,0,1,352,22.0
3799,MVN-2017-01177-ST,9,-90.2521,30.016,0,0,40,22.0
3800,MVN-2017-01184-SY,9,-90.04121,30.44398,0,0,240,22.0
3801,MVN-2017-01202-CM,9,-91.20242,30.5004,1,0,347,22.0
3802,MVN-2017-01205-SR,9,-93.24768,30.05129,1,0,332,22.0
3803,MVN-2017-01211-ST,9,-90.00338,29.95729,0,0,339,22.0
3804,MVN-2017-01212-SR,9,-93.15782,30.1749,0,0,332,22.0
3805,MVN-2017-01217-CO,9,-91.2111,30.59239,0,1,336,22.0
3806,MVN-2017-01240-SQ,9,-89.84007,30.27787,0,0,240,22.0
3807,MVN-2017-01252-SK,9,-90.24554,30.61767,1,0,240,22.0
3808,MVN-2017-01256-CM,9,-90.88714,30.45709,0,0,13,22.0
3809,MVN-2017-01272-WQQ,9,-92.35308,29.60786,1,0,350,22.0
3810,MVN-2017-01290-SL,9,-90.10347,29.67816,0,0,40,22.0
3811,MVN-2017-01293-SK,9,-90.12881,30.39901,0,0,240,22.0
3812,MVN-2017-01309-SL,9,-90.02247,29.21633,1,0,40,22.0
3813,MVN-2017-01318-SG,9,-90.0903,29.964,0,0,19,22.0
3814,MVN-2017-01319-ST,9,-89.79861,30.23694,1,0,240,22.0
3815,MVN-2017-01326-SG,9,-89.81876,30.22281,1,0,240,22.0
3816,MVN-2017-01328-ST,9,-90.84185,29.78382,0,0,344,22.0
3817,MVN-2017-01334-SQ,9,-90.00753,30.38813,1,0,240,22.0
3818,MVN-2017-01335-MM,9,-90.05882,30.47176,0,0,240,22.0
3819,MVN-2017-01337-SR,9,-92.48618,31.326,0,0,261,22.0
3820,MVN-2017-01339-SK,9,-90.234,30.43704,0,0,240,22.0
3821,MVN-2017-01345-SK,9,-90.11569,30.44671,1,0,240,22.0
3822,MVN-2017-01347-SK,9,-89.78714,30.23535,0,0,240,22.0
3823,MVN-2017-01355-SR,9,-92.50208,31.01893,0,0,261,22.0
3824,MVN-2017-01363-SG,9,-90.82509,30.50682,1,0,13,22.0
3825,MVN-2017-01364-SG,9,-90.88753,30.24029,1,0,338,22.0
3826,MVN-2017-01366-SD,9,-90.74375,29.66424,1,0,337,22.0
3827,MVN-2017-01379-SR,9,-92.37514,30.59455,1,0,356,22.0
3828,MVN-2017-01380-SL,9,-90.53879,30.37117,1,0,13,22.0
3829,MVN-2017-01382-ST,9,-90.01394,29.97483,0,0,19,22.0
3830,MVN-2017-01388-SG,9,-89.77678,30.23676,0,0,240,22.0
3831,MVN-2017-01390-SG,9,-89.77245,30.27562,0,0,240,22.0
3832,MVN-2017-01398-ST,9,-91.09443,30.43032,0,1,336,22.0
3833,MVN-2017-01408-ST,9,-89.77801,30.23595,0,0,240,22.0
3834,MVN-2017-01416-SR,9,-93.41462,30.19617,1,0,332,22.0
3835,MVN-2017-01417-SG,9,-90.58637,30.32248,1,0,13,22.0
3836,MVN-2017-01424-WQQ,9,-91.90423,29.9011,0,0,351,22.0
3837,MVN-2017-01427-SY,9,-90.09251,29.93272,0,0,19,22.0
3838,MVN-2017-01430-ST,9,-90.06124,29.90265,0,0,40,22.0
3839,MVN-2017-01431-SG,9,-90.09678,29.95054,0,0,19,22.0
3840,MVN-2017-01432-ST,9,-93.1833,30.21907,0,0,332,22.0
3841,MVN-2017-01433-ST,9,-93.19443,30.25461,0,0,332,22.0
3842,MVN-2017-01434-SY,9,-93.19171,30.26003,0,0,332,22.0
3843,MVN-2017-01437-SG,9,-91.07615,30.43067,0,1,336,22.0
3844,MVN-2017-01441-ST,9,-90.13282,30.40896,0,0,240,22.0
3845,MVN-2017-01444-SR,9,-92.05507,30.25592,1,1,270,22.0
3846,MVN-2017-01445-SG,9,-90.97478,30.85414,1,0,355,22.0
3847,MVN-2017-01456-SK,9,-89.35928,29.25022,0,0,342,22.0
3848,MVN-2017-01457-WKK,9,-93.23643,30.19421,1,0,332,22.0
3849,MVN-2017-01458-WRR,9,-93.2175,30.0498,0,0,335,22.0
3850,MVN-2017-01462-ST,9,-92.06127,29.9607,0,0,350,22.0
3851,MVN-2017-01467-SL,9,-91.19238,30.28721,0,0,348,22.0
3852,MVN-2017-01477-SR,9,-91.99122,29.91788,1,0,350,22.0
3853,MVN-2017-01492-ST,9,-89.77778,30.23614,0,0,240,22.0
3854,MVN-2017-01494-MG,9,-90.67584,29.53079,1,0,337,22.0
3855,MVN-2017-01505-SY,9,-92.43055,31.27338,0,0,261,22.0
3856,MVN-2017-01506-ST,9,-93.13128,30.22244,0,0,332,22.0
3857,MVN-2017-01548-SK,9,-90.07785,29.9596,0,0,19,22.0
3858,MVN-2018-00022-SG,9,-90.15519,29.94813,0,0,40,22.0
3859,MVN-2018-00027-SG,9,-91.02194,30.50886,1,1,336,22.0
3860,MVN-2018-00031-ST,9,-90.07911,29.94417,0,0,19,22.0
3861,MVN-2018-00033-SR,9,-93.3609,30.22891,0,1,332,22.0
3862,MVN-2018-00048-SQ,9,-90.07108,29.96024,0,0,19,22.0
3863,MVN-2018-00064-SL,9,-90.71505,29.94044,0,0,341,22.0
3864,MVN-2018-00071-SG,9,-90.93028,30.52667,0,0,13,22.0
3865,MVN-2018-00089-SQ,9,-90.09205,29.94653,0,0,19,22.0
3866,MVN-2018-00093-SL,9,-89.80319,30.22178,0,0,240,22.0
3867,MVN-2018-00097-ST,9,-90.07133,29.91104,0,0,40,22.0
3868,MVN-2018-00099-SG,9,-90.93956,30.141,0,0,338,22.0
3869,MVN-2018-00101-SG,9,-89.85435,29.87321,0,0,339,22.0
3870,MVN-2018-00105-SG,9,-90.76098,29.64929,0,0,337,22.0
3871,MVN-2018-00117-SL,9,-89.79031,30.23213,0,0,240,22.0
3872,MVN-2018-00122-SL,9,-89.75653,30.30159,0,0,240,22.0
3873,MVN-2018-00123-ST,9,-90.06218,29.97384,0,0,19,22.0
3874,MVN-2018-00124-ST,9,-90.00856,29.97247,0,0,19,22.0
3875,MVN-2018-00127-ST,9,-90.07938,29.94347,0,0,19,22.0
3876,MVN-2018-00129-SK,9,-89.77527,30.25378,0,0,240,22.0
3877,MVN-2018-00132-SG,9,-90.00907,29.78773,0,0,342,22.0
3878,MVN-2018-00134-SG,9,-90.07163,30.44339,1,1,240,22.0
3879,MVN-2018-00136-SR,9,-92.3064,30.2321,0,1,353,22.0
3880,MVN-2018-00142-SK,9,-90.13444,30.4075,0,0,240,22.0
3881,MVN-2018-00143-ST,9,-90.1208,30.39615,0,0,240,22.0
3882,MVN-2018-00145-SQ,9,-89.99134,30.02837,0,0,19,22.0
3883,MVN-2018-00149-SK,9,-90.08707,30.37518,0,0,240,22.0
3884,MVN-2018-00155-CO,9,-90.90075,30.06452,1,0,341,22.0
3885,MVN-2018-00165-SG,9,-93.42691,30.11617,0,1,332,22.0
3886,MVN-2018-00168-SL,9,-90.09662,29.68705,0,0,40,22.0
3887,MVN-2018-00169-SL,9,-90.02434,30.50312,0,0,240,22.0
3888,MVN-2018-00170-ES,9,-89.71826,30.18556,1,0,240,22.0
3889,MVN-2018-00171-ST,9,-90.01433,29.97367,0,0,19,22.0
3890,MVN-2018-00175-CE,9,-90.87633,30.5858,1,0,13,22.0
3891,MVN-2018-00184-SL,9,-90.13491,30.40641,0,0,240,22.0
3892,MVN-2018-00201-SL,9,-90.86098,30.514,1,1,13,22.0
3893,MVN-2018-00216-WKK,9,-93.3697,30.13771,1,0,332,22.0
3894,MVN-2018-00217-CQ,9,-90.85662,30.40389,1,0,13,22.0
3895,MVN-2018-00242-SL,9,-89.69625,29.8411,1,0,339,22.0
3896,MVN-2018-00263-EG,9,-89.92247,30.36504,1,0,240,22.0
3897,MVN-2018-00264-SL,9,-89.75487,30.19787,1,0,240,22.0
3898,MVN-2018-00269-ST,9,-89.79428,30.23736,1,0,240,22.0
3899,MVN-2018-00270-WS,9,-92.99899,29.77698,0,0,335,22.0
3900,MVN-2018-00282-EMM,9,-90.03807,30.4227,1,0,240,22.0
3901,MVN-2018-00284-SK,9,-89.81194,30.22094,0,0,240,22.0
3902,MVN-2018-00287-SK,9,-89.78684,30.23998,0,0,240,22.0
3903,MVN-2018-00330-SG,9,-91.61011,29.89218,0,0,334,22.0
3904,MVN-2018-00349-SQ,9,-92.68869,30.73982,1,0,41,22.0
3905,MVN-2018-00351-SD,9,-90.1284,29.95649,0,0,19,22.0
3906,MVN-2018-00363-ST,9,-89.83401,30.2251,0,0,240,22.0
3907,MVN-2018-00364-SG,9,-90.32169,29.49768,1,0,344,22.0
3908,MVN-2018-00365-SG,9,-90.99897,30.34663,1,1,336,22.0
3909,MVN-2018-00367-ST,9,-90.06208,29.97119,0,0,19,22.0
3910,MVN-2018-00372-SK,9,-90.13002,30.40377,0,0,240,22.0
3911,MVN-2018-00385-ST,9,-90.0188,29.22102,1,0,40,22.0
3912,MVN-2018-00402-SD,9,-90.0645,30.52879,0,0,240,22.0
3913,MVN-2018-00411-SL,9,-90.01528,29.80389,0,0,342,22.0
3914,MVN-2018-00412-ST,9,-89.79978,30.23004,0,0,240,22.0
3915,MVN-2018-00424-SD,9,-90.12575,29.72932,1,0,40,22.0
3916,MVN-2018-00428-ST,9,-90.98121,29.66523,0,0,337,22.0
3917,MVN-2018-00448-ST,9,-91.083,29.89479,0,0,340,22.0
3918,MVN-2018-00449-SG,9,-90.07828,29.94276,0,0,19,22.0
3919,MVN-2018-00451-SG,9,-90.06359,29.97268,0,0,19,22.0
3920,MVN-2018-00452-SG,9,-90.05898,29.97673,0,0,19,22.0
3921,MVN-2018-00457-ST,9,-90.0251,29.21633,0,0,40,22.0
3922,MVN-2018-00488-SR,9,-93.21989,30.03934,0,0,335,22.0
3923,MVN-2018-00489-SK,9,-90.33159,30.47831,0,0,333,22.0
3924,MVN-2018-00518-SL,9,-90.10892,29.66399,0,0,40,22.0
3925,MVN-2018-00520-SL,9,-89.83641,30.26045,1,0,240,22.0
3926,MVN-2018-00526-EMM,9,-90.10018,29.69265,0,0,40,22.0
3927,MVN-2018-00555-ST,9,-90.12677,29.72804,0,0,40,22.0
3928,MVN-2018-00566-SQ,9,-89.82895,30.46172,1,0,240,22.0
3929,MVN-2018-00579-SD,9,-89.84834,30.31471,1,0,240,22.0
3930,MVN-2018-00617-ST,9,-89.79615,30.2343,0,0,240,22.0
3931,MVN-2018-00620-ST,9,-89.77645,30.23859,0,0,240,22.0
3932,MVN-2018-00680-SL,9,-90.09974,29.68283,0,0,40,22.0
3933,MVN-2018-00683-Sl,9,-89.8429,30.2729,0,1,240,22.0
3934,MVN-2018-00737-SG,9,-91.19436,30.51996,0,0,336,22.0
3935,MVN-2018-00739-SQ,9,-90.94838,30.56005,1,0,13,22.0
3936,MVN-2018-00742-SG,9,-89.70085,30.23117,0,0,240,22.0
3937,MVN-2018-00744-ST,9,-90.13682,30.41028,0,0,240,22.0
3938,MVN-2018-00751-SG,9,-90.84674,30.68732,1,0,331,22.0
3939,MVN-2018-00759-SD,9,-90.91055,30.4347,0,0,13,22.0
3940,MVN-2018-00764-SG,9,-90.90775,30.33562,0,0,338,22.0
3941,MVN-2018-00782-SQ,9,-89.76315,30.10199,1,0,19,22.0
3942,MVN-2018-00786-SK,9,-90.06145,29.97466,0,0,19,22.0
3943,MVN-2018-00830-CE,9,-91.20554,29.8854,1,0,340,22.0
3944,MVN-2018-00835-SD,9,-89.73609,30.29002,0,0,240,22.0
3945,MVN-2018-00836-SQ,9,-90.52681,30.57867,0,1,333,22.0
3946,MVN-2018-00849-SH,9,-92.28021,30.6962,1,0,356,22.0
3947,MVN-2018-00929-ST,9,-90.09869,29.9659,0,0,19,22.0
3948,MVN-2018-00968-ST,9,-90.05893,30.03061,0,0,19,22.0
3949,MVN-2018-00975-SG,9,-90.7753,29.76065,0,0,344,22.0
3950,MVN-2018-00977-SK,9,-90.05482,30.3944,0,0,240,22.0
3951,MVN-2018-00983-ST,9,-91.18638,30.45132,0,0,336,22.0
3952,MVN-2018-00985-SQ,9,-89.99088,29.24092,0,0,40,22.0
3953,MVN-2018-01013-WKK,9,-93.35377,29.99831,1,0,335,22.0
3954,MVN-2018-01027-SK,9,-90.07958,29.94272,0,0,19,22.0
3955,MVN-2018-01122-ES,9,-90.01808,29.22289,1,0,40,22.0
3956,MVN-2018-01123-SY,9,-90.06884,30.35866,0,0,240,22.0
3957,MVN-2018-01127-SY,9,-90.01725,29.22264,1,0,40,22.0
3958,MVN-2018-01131-SG,9,-90.55947,30.44058,1,0,13,22.0
3959,MVN-2018-01141-SR,9,-93.31867,30.33133,0,1,332,22.0
3960,MVN-2018-01143-SL,9,-91.004,30.4762,0,0,336,22.0
3961,MVN-2018-01157-ST,9,-90.91814,30.32512,0,1,338,22.0
3962,MVN-2018-01158-ST,9,-90.62668,30.067,0,0,346,22.0
3963,MVN-2018-01166-ST,9,-89.77631,30.23622,0,0,240,22.0
3964,MVN-2018-01167-ST,9,-90.55563,30.04429,0,0,346,22.0
3965,MVN-2018-01175-SK,9,-90.08642,30.49794,1,1,240,22.0
3966,MVN-2018-01196-SG,9,-90.076,30.36224,1,0,240,22.0
3967,MVN-2018-01203-SK,9,-90.99386,30.25785,1,0,338,22.0
3968,MVN-2018-01206-SD,9,-90.0662,29.91748,0,0,40,22.0
3969,MVN-2018-01228-EMM,9,-90.40439,29.86992,1,0,330,22.0
3970,MVN-2018-01234-SL,9,-90.93674,30.5969,0,0,13,22.0
3971,MVN-2018-01236-SQ,9,-90.00423,29.23003,0,1,40,22.0
3972,MVN-2018-01258-SK,9,-90.07765,29.9658,0,0,19,22.0
3973,MVN-2018-01277-SQ,9,-90.09876,29.84696,1,0,40,22.0
3974,MVN-2018-01281-SG,9,-90.19665,29.11359,1,0,344,22.0
3975,MVN-2018-01286-EG,9,-89.90798,30.31344,1,0,240,22.0
3976,MVN-2018-01318-SQ,9,-90.01215,29.22539,1,0,40,22.0
3977,MVN-2018-01347-SD,9,-89.84949,30.31313,1,0,240,22.0
3978,MVN-2018-01391-SB,9,-90.08266,29.96966,0,0,19,22.0
3979,MVN-2018-01413-SG,9,-90.08826,29.77059,0,0,40,22.0
3980,MVN-2018-01414-ST,9,-92.28659,30.67236,0,0,356,22.0
3981,MVN-2018-01421-ST,9,-90.20749,29.90837,0,0,40,22.0
3982,MVN-2018-01424-SK,9,-89.89642,30.54398,0,1,240,22.0
3983,MVN-2018-01439-SL,9,-89.84272,30.27364,0,0,240,22.0
3984,MVN-2018-01445-SK,9,-90.40283,29.99558,0,0,330,22.0
3985,MVN-2018-01520-SG,9,-91.63553,30.71486,0,1,343,22.0
3986,MVN-2018-01530-SL,9,-90.73889,30.28306,0,0,13,22.0
3987,MVN-2019-00030-ES,9,-90.1132,30.4421,1,0,240,22.0
3988,MVN-2019-00050-EG,9,-90.45834,30.47071,1,1,333,22.0
3989,MVN-2019-00096-SR,9,-93.33508,30.00616,1,0,335,22.0
3990,MVN-2019-00135-SL,9,-90.3135,30.47576,1,0,333,22.0
3991,MVN-2019-00175-SQ,9,-90.91604,30.4766,0,0,13,22.0
3992,MVN-2019-00280-SQ,9,-91.14773,30.64001,0,0,336,22.0
3993,MVN-2019-00331-SD,9,-90.10247,29.69275,1,0,40,22.0
3994,MVN-2019-00361-ST,9,-90.50594,30.07466,0,0,346,22.0
3995,MVN-2019-00387-EMM,9,-89.86757,30.12798,1,0,19,22.0
3996,MVN-2019-00394-SK,9,-90.9365,30.42346,1,0,13,22.0
3997,MVN-2019-00395-CQ,9,-90.85892,30.48289,0,1,13,22.0
3998,MVN-2019-00403-CG,9,-90.21269,29.10459,1,0,344,22.0
3999,MVN-2019-00423-ST,9,-90.95604,30.33337,0,0,338,22.0
4000,MVN-2019-00424-ST,9,-90.11272,30.48527,1,0,240,22.0
4001,MVN-2019-00425-SK,9,-90.74735,30.23377,1,0,338,22.0
4002,MVN-2019-00447-ST,9,-90.28759,29.97476,0,0,330,22.0
4003,MVN-2019-00448-ST,9,-90.29089,29.97386,0,0,330,22.0
4004,MVN-2019-00456-SQ,9,-90.47461,30.47444,1,0,333,22.0
4005,MVN-2019-00460-SL,9,-89.83958,30.262,0,0,240,22.0
4006,MVN-2019-00468-SG,9,-90.19655,30.42043,1,0,240,22.0
4007,MVN-2019-00470-ST,9,-90.36442,29.93421,0,0,330,22.0
4008,MVN-2019-00488-SG,9,-90.12177,29.75712,1,0,40,22.0
4009,MVN-2019-00498-SD,9,-92.00647,30.24015,0,0,270,22.0
4010,MVN-2019-00500-SD,9,-91.9944,30.22377,1,0,270,22.0
4011,MVN-2019-00501-SD,9,-91.99919,30.2283,0,0,270,22.0
4012,MVN-2019-00504-ST,9,-90.47616,30.05194,0,0,346,22.0
4013,MVN-2019-00524-CE,9,-90.63661,30.50872,1,1,13,22.0
4014,MVN-2019-00542-CE,9,-91.20058,30.63523,1,0,336,22.0
4015,MVN-2019-00551-SQ,9,-89.76846,30.09227,1,0,19,22.0
4016,MVN-2019-00564-SQ,9,-90.90074,29.7708,1,0,344,22.0
4017,MVN-2019-00623-ST,9,-89.79314,30.22932,1,0,240,22.0
4018,MVN-2019-00634-ST,9,-89.9989,29.23534,0,0,40,22.0
4019,MVN-2019-00644-SL,9,-90.99638,30.26133,0,0,338,22.0
4020,MVN-2019-00675-SG,9,-90.76807,29.4306,0,0,337,22.0
4021,MVN-2019-00684-SR,9,-93.2058,30.22982,0,0,332,22.0
4022,MVN-2019-00688-SD,9,-89.7169,30.1876,1,0,240,22.0
4023,MVN-2019-00699-SG,9,-90.13036,30.40272,0,0,240,22.0
4024,MVN-2019-00702-WQQ,9,-90.74376,29.65352,1,1,337,22.0
4025,MVN-2019-00728-SK,9,-90.05327,30.39269,1,0,240,22.0
4026,MVN-2019-00730-SD,9,-90.87283,30.24276,0,0,338,22.0
4027,MVN-2019-00740-SG,9,-90.76918,30.24813,0,0,13,22.0
4028,MVN-2019-00760-SL,9,-89.36194,29.25639,0,0,342,22.0
4029,MVN-2019-00761-SL,9,-89.92309,30.31154,0,0,240,22.0
4030,MVN-2019-00768-SG,9,-91.53764,29.90838,1,0,334,22.0
4031,MVN-2019-00807-SK,9,-91.12535,30.37168,1,1,336,22.0
4032,MVN-2019-00809-ST,9,-90.09976,29.69155,1,0,40,22.0
4033,MVN-2019-00859-SG,9,-89.73757,29.51768,0,0,342,22.0
4034,MVN-2019-00863-XX,9,-91.95294,31.06416,0,0,262,22.0
4035,MVN-2019-00869-SK,9,-90.75344,29.69758,0,0,344,22.0
4036,MVN-2019-00878-SL,9,-90.02112,30.38483,1,1,240,22.0
4037,MVN-2019-00883-SL,9,-89.79893,30.21743,1,0,240,22.0
4038,MVN-2019-00886-SL,9,-90.92562,30.64358,1,1,336,22.0
4039,MVN-2019-00910-WKK,9,-93.43505,30.12273,1,0,332,22.0
4040,MVN-2019-00949-ST,9,-89.79947,30.23473,1,0,240,22.0
4041,MVN-2019-00957-SD,9,-89.92261,30.03388,0,0,19,22.0
4042,MVN-2019-00962-SG,9,-91.1295,30.4567,0,1,336,22.0
4043,MVN-2019-00974-SL,9,-89.78004,30.24268,0,0,240,22.0
4044,MVN-2019-01041-SH,9,-92.0753,30.5258,0,0,349,22.0
4045,MVN-2019-01069-SG,9,-90.83242,29.76273,0,0,344,22.0
4046,MVN-2019-01074-SG,9,-89.96139,29.64722,0,0,342,22.0
4047,MVN-2019-01079-ST,9,-90.96418,30.48337,0,0,13,22.0
4048,MVN-2019-01081-SG,9,-90.64394,30.50734,1,0,13,22.0
4049,MVN-2019-01101-SK,9,-89.79719,29.56117,1,0,342,22.0
4050,MVN-2019-01114-SG,9,-89.7464,30.18186,0,0,240,22.0
4051,MVN-2019-01115-ST,9,-89.77606,29.56573,0,0,342,22.0
4052,MVN-2019-01120-ST,9,-89.77631,30.23673,0,0,240,22.0
4053,MVN-2019-01121-SQ,9,-91.76219,30.87248,1,0,343,22.0
4054,MVN-2019-01163-SD,9,-90.06021,30.35746,1,0,240,22.0
4055,MVN-2019-01194-SG,9,-90.85512,30.3877,1,0,13,22.0
4056,MVN-2019-01203-SQ,9,-89.92119,30.01571,1,0,19,22.0
4057,MVN-2019-01207-CA,9,-91.17827,30.39655,1,0,336,22.0
4058,MVN-2019-01231-SR,9,-91.98051,30.17883,1,1,270,22.0
4059,MVN-2019-01272-SL,9,-91.52677,30.52205,1,0,343,22.0
4060,MVN-2019-01279-SD,9,-89.80068,29.87476,1,0,339,22.0
4061,MVN-2019-01281-SL,9,-92.34129,30.52778,0,0,349,22.0
4062,MVN-2019-01288-SD,9,-89.68858,30.22923,0,0,240,22.0
4063,MVN-2019-01290-SD,9,-89.82283,30.32813,0,0,240,22.0
4064,MVN-2019-01291-SL,9,-89.92207,30.30049,1,0,240,22.0
4065,MVN-2019-01295-MM,9,-89.75143,30.26947,1,1,240,22.0
4066,MVN-2019-01312-SL,9,-90.26173,30.61954,0,0,333,22.0
4067,MVN-2019-01343-ST,9,-89.39808,29.32775,0,0,342,22.0
4068,MVN-2019-01348-SY,9,-90.26483,30.43885,0,0,333,22.0
4069,MVN-2020-00026-SL,9,-89.68398,30.25486,1,1,240,22.0
4070,MVN-2020-00040-SG,9,-90.19933,30.42581,0,0,240,22.0
4071,MVN-2020-00042-SG,9,-89.82187,30.32716,0,0,240,22.0
4072,MVN-2020-00044-SQ,9,-89.98961,29.24059,1,0,40,22.0
4073,MVN-2020-00045-SG,9,-89.99825,29.80831,0,0,342,22.0
4074,MVN-2020-00071-SG,9,-89.92714,30.29097,0,0,240,22.0
4075,MVN-2020-00074-SG,9,-89.92179,30.29168,1,0,240,22.0
4076,MVN-2020-00126-ST,9,-89.83284,30.27874,0,0,240,22.0
4077,MVN-2020-00140-SG,9,-90.39712,30.63299,0,0,333,22.0
4078,MVN-2020-00161-SG,9,-89.75186,30.26376,0,0,240,22.0
4079,MVN-2020-00186-SG,9,-89.95373,30.28517,1,0,240,22.0
4080,MVN-2020-00188-SG,9,-89.77663,30.23586,1,0,240,22.0
4081,MVN-2020-00198-SD,9,-90.11655,30.44501,1,0,240,22.0
4082,MVN-2020-00201-SL,9,-89.82729,30.2658,0,0,240,22.0
4083,MVN-2020-00220-SL,9,-90.01102,30.40846,0,1,240,22.0
4084,MVN-2020-00274-ST,9,-90.09097,29.91674,0,0,19,22.0
4085,MVN-2020-00275-ST,9,-90.06434,29.95826,0,0,19,22.0
4086,MVN-2020-00276-ST,9,-90.06509,29.95851,0,0,19,22.0
4087,MVN-2020-00277-ST,9,-90.06808,29.93189,0,0,19,22.0
4088,MVN-2020-00278-ST,9,-90.06547,29.93964,0,0,19,22.0
4089,MVN-2020-00279-SL,9,-91.93222,30.15093,0,0,270,22.0
4090,MVN-2020-00288-SR,9,-92.5007,31.1614,0,0,261,22.0
4091,MVN-2020-00290-SQ,9,-90.01591,29.22215,1,0,40,22.0
4092,MVN-2020-00292-SL,9,-90.54512,30.72355,0,0,333,22.0
4093,MVN-2020-00316-SG,9,-90.77168,29.42051,0,0,337,22.0
4094,MVN-2020-00330-SL,9,-90.46512,30.45175,0,0,333,22.0
4095,MVN-2020-00350-SK,9,-91.1068,30.3536,0,0,336,22.0
4096,MVN-2020-00382-SQ,9,-90.03003,29.21235,0,0,40,22.0
4097,MVN-2020-00414-SQ,9,-90.46126,30.65309,0,0,333,22.0
4098,MVN-2020-00426-ST,9,-90.73974,29.6819,0,0,344,22.0
4099,MVN-2020-00458-SK,9,-90.27502,30.43952,0,0,333,22.0
4100,MVN-2020-00469-SL,9,-90.11238,30.4679,0,0,240,22.0
4101,MVN-2020-00470-SG,9,-90.1121,29.75964,1,0,40,22.0
4102,MVN-2020-00471-ST,9,-90.10704,29.66361,1,0,40,22.0
4103,MVN-2020-00476-SL,9,-91.14451,30.48869,0,0,336,22.0
4104,MVN-2020-00505-SL,9,-89.76855,30.31661,1,0,240,22.0
4105,MVN-2020-00535-SL,9,-89.8425,30.27415,0,0,240,22.0
4106,MVN-2020-00547-SK,9,-90.47719,30.48811,0,0,333,22.0
4107,MVN-2020-00570-SG,9,-89.77778,30.23596,0,0,240,22.0
4108,MVP-1998-06194-WAB,10,-94.54667,47.53318,1,0,357,27.0
4109,MVP-1999-02595-MVM,10,-93.23273,45.31264,0,1,358,27.0
4110,MVP-2002-04203-MJB,10,-93.95565,44.14981,0,1,359,27.0
4111,MVP-2002-06170-JTB,10,-93.42164,44.7124,0,1,157,27.0
4112,MVP-2003-01678-AIS,10,-87.93623,43.32547,0,1,360,55.0
4113,MVP-2003-07152,10,-87.90377,43.02549,1,0,361,55.0
4114,MVP-2004-04510-BBY,10,-93.16843,45.16601,0,1,358,27.0
4115,MVP-2004-04772-MVM,10,-93.44788,45.07742,0,1,362,27.0
4116,MVP-2004-158159-LMG,10,-93.52399,45.31468,0,1,363,27.0
4117,MVP-2004-160642-JLK,10,-88.6671,44.32779,0,1,364,55.0
4118,MVP-2005-00218-MVM,10,-93.03524,45.2353,0,1,358,27.0
4119,MVP-2005-00399-AJK,10,-87.99182,43.32204,0,1,360,55.0
4120,MVP-2005-01742-RMM,10,-93.49718,44.10344,0,1,365,27.0
4121,MVP-2005-01978-RJH,10,-89.54585,43.01438,0,1,366,55.0
4122,MVP-2005-04578-LMG,10,-93.67863,45.25762,0,1,367,27.0
4123,MVP-2005-07524-MJB,10,-94.04506,44.18289,0,1,368,27.0
4124,MVP-2006-01973-BBY,10,-93.12877,45.12629,0,1,358,27.0
4125,MVP-2006-01984-SSC,10,-93.64392,44.86519,0,1,369,27.0
4126,MVP-2006-03479-DJM,10,-91.5888,44.8312,0,1,370,55.0
